id,app_or_website,customer_collects,customer_segmentation,is_a_repeat_order,lead_time,n_customer_notes,n_items_above_quantity_10,n_listed_addresses,n_listed_payment_methods,n_previous_cancelled_orders,n_previous_completed_orders,n_small_items,payment_type,slot_date,store_number,total_price,status
TID10381,website,0,group_1,0,136.3116601,1,0,1,2,0,0,3,debit,7/11/2019 0:00,id_7,61.86770119,Not_Canceled
TID16443,website,0,group_4,0,18.46091793,1,2,1,3,0,0,2,debit,1/27/2019 0:00,id_68,74.18557739,Not_Canceled
TID29223,website,0,group_6,0,10.00042247,0,0,3,2,0,0,2,debit,7/28/2018 0:00,id_10,85.35218944,Not_Canceled
TID28034,app,0,group_1,0,102.9462454,1,1,1,2,0,0,1,debit,2/17/2019 0:00,id_4,36.95220629,Not_Canceled
TID13405,website,0,group_1,0,-1.095650289,2,0,1,2,0,0,0,debit,7/21/2018 0:00,id_18,0,Not_Canceled
TID02342,app,0,group_1,0,6.91238905,0,0,1,1,0,0,3,debit,4/12/2019 0:00,id_18,65.24668649,Not_Canceled
TID11807,website,0,group_1,0,-0.747317747,1,1,1,2,0,0,4,debit,6/4/2019 0:00,id_34,46.93866122,Not_Canceled
TID08214,website,0,group_1,0,19.00620855,2,2,1,2,0,0,1,debit,11/12/2018 0:00,id_78,42.9468774,Not_Canceled
TID05156,telephone,0,group_1,,1.822730083,0,0,1,,0,1,1,debit,11/16/2018 0:00,id_87,0,Not_Canceled
TID11874,website,0,group_1,0,131.6493074,1,2,1,2,0,0,3,debit,10/2/2018 0:00,id_36,53.64171518,Not_Canceled
TID07305,app,0,group_1,0,192.9407992,0,0,1,1,0,0,2,debit,6/1/2019 0:00,id_20,56.61145455,Not_Canceled
TID34544,website,0,group_4,0,107.1279692,1,2,1,1,0,0,2,debit,6/3/2019 0:00,id_17,52.15961,Not_Canceled
TID20233,website,0,group_4,0,57.97354932,2,0,1,3,0,0,0,debit,3/9/2019 0:00,id_63,0,Not_Canceled
TID01019,app,0,group_4,0,44.02489346,0,1,1,2,0,0,1,debit,5/26/2019 0:00,id_61,57.27923139,Not_Canceled
TID34685,app,0,group_1,0,92.41782688,1,2,1,2,0,0,1,debit,6/3/2019 0:00,id_94,49.20026125,Not_Canceled
TID05055,website,0,group_1,0,-0.447678614,0,1,1,1,0,0,2,debit,8/15/2018 0:00,id_60,83.26967005,Not_Canceled
TID07853,app,0,group_1,0,54.96501604,0,0,1,2,0,0,1,credit,3/14/2019 0:00,id_4,61.20853328,Not_Canceled
TID23077,app,0,group_1,0,32.35619415,1,2,1,2,0,0,3,debit,12/9/2018 0:00,id_4,38.05347992,Not_Canceled
TID34208,website,0,group_1,0,1.097632229,2,2,2,2,0,0,3,debit,8/28/2018 0:00,id_13,65.07090964,Not_Canceled
TID25222,website,0,group_1,0,67.14073918,1,0,1,2,0,0,3,debit,2/15/2019 0:00,id_73,47.90782574,Not_Canceled
TID10075,app,0,group_1,0,0.923891207,0,2,1,1,0,0,1,debit,2/5/2019 0:00,id_85,38.05347992,Canceled
TID03942,app,0,group_1,0,71.98828845,0,0,1,1,0,0,1,credit,8/26/2018 0:00,id_46,50.90605539,Not_Canceled
TID13683,app,0,group_1,0,48.05585637,0,0,1,1,0,0,1,credit,8/19/2018 0:00,id_66,48.80522502,Not_Canceled
TID24287,website,0,group_1,0,6.879275516,1,0,1,1,0,0,1,debit,5/2/2019 0:00,id_56,53.64171518,Not_Canceled
TID08501,app,0,group_1,0,151.583814,0,0,1,1,0,0,4,debit,12/27/2018 0:00,id_76,44.02146061,Not_Canceled
TID12682,app,0,group_1,0,13.77859791,0,0,1,2,0,0,4,debit,9/27/2018 0:00,id_25,35.150905,Not_Canceled
TID28997,website,0,group_1,0,3.474992149,0,1,1,2,0,0,1,debit,2/12/2019 0:00,id_57,60.70067186,Not_Canceled
TID28162,app,0,group_1,0,6.753129975,0,0,1,2,0,0,3,debit,4/12/2019 0:00,id_13,81.0137548,Not_Canceled
TID07155,website,1,group_1,0,2.801145316,1,2,2,2,0,0,1,debit,11/12/2018 0:00,id_98,61.20853328,Not_Canceled
TID27750,app,0,group_4,0,-0.031984097,1,0,1,1,0,0,1,debit,9/28/2018 0:00,id_23,81.49770004,Not_Canceled
TID23857,app,0,group_1,0,14.53827852,0,0,1,1,0,0,3,debit,1/26/2019 0:00,id_42,51.60136157,Not_Canceled
TID03252,website,0,group_1,0,173.0661378,0,0,1,2,0,0,3,debit,8/16/2018 0:00,id_78,51.42898852,Canceled
TID13803,website,0,group_1,0,14.62815925,1,0,1,2,0,0,1,debit,8/25/2018 0:00,id_26,56.85817084,Not_Canceled
TID22835,website,0,group_1,0,52.34578153,1,2,1,2,0,0,5,debit,7/10/2019 0:00,id_37,77.07551714,Not_Canceled
TID07345,website,0,group_1,0,14.43487509,1,2,1,2,0,0,1,debit,6/9/2019 0:00,id_49,84.3913619,Not_Canceled
TID33129,website,0,group_4,0,7.253778775,1,1,1,3,0,0,4,debit,1/18/2019 0:00,id_23,72.70887783,Canceled
TID02080,website,0,group_1,0,77.37771486,0,2,1,2,0,0,3,debit,3/8/2019 0:00,id_82,50.09373117,Not_Canceled
TID16697,website,0,,0,4.069981415,3,1,3,2,0,0,2,debit,6/15/2019 0:00,id_37,154.814641,Not_Canceled
TID06770,website,0,group_1,0,37.85783312,1,0,1,1,0,0,2,debit,9/29/2018 0:00,id_10,54.49664947,Not_Canceled
TID30268,website,,group_1,0,19.91375884,1,0,1,1,0,0,2,debit,6/26/2019 0:00,id_24,54.87417752,Not_Canceled
TID14179,app,0,group_1,0,78.97891427,0,0,1,2,0,0,2,credit,6/1/2019 0:00,id_50,63.73742421,Not_Canceled
TID09897,app,0,group_1,0,23.99344913,2,2,1,2,0,0,2,debit,3/10/2019 0:00,id_64,56.61145455,Not_Canceled
TID12672,website,0,group_1,0,0.267432527,0,1,1,2,0,0,0,debit,8/15/2018 0:00,id_7,75.65735632,Not_Canceled
TID09020,website,0,group_2,0,100.1520556,2,2,1,2,0,0,2,debit,1/22/2019 0:00,id_34,48.54157153,Not_Canceled
TID21675,app,0,group_1,0,221.2033065,0,2,1,2,0,0,1,debit,9/17/2018 0:00,id_23,40.78410636,Not_Canceled
TID16741,website,0,group_6,0,17.88132463,1,0,3,2,0,0,2,debit,4/13/2019 0:00,id_90,117.0832831,Not_Canceled
TID32218,app,0,group_1,0,88.45853431,0,1,1,1,0,0,1,credit,9/12/2018 0:00,id_76,54.3413744,Not_Canceled
TID33639,website,1,group_1,0,134.3532866,2,0,2,2,0,0,2,debit,7/12/2019 0:00,id_94,74.43121211,Not_Canceled
TID15065,app,0,group_1,0,55.89230028,0,0,1,2,0,0,2,credit,8/25/2018 0:00,id_19,49.85748475,Not_Canceled
TID14553,app,0,group_1,0,82.41520629,0,0,1,2,0,0,1,credit,9/7/2018 0:00,id_86,65.34709476,Not_Canceled
TID31823,whoosh,0,group_1,,0.800159331,0,0,1,,0,5,1,debit,12/20/2018 0:00,id_27,41.32654741,Not_Canceled
TID30750,app,0,group_1,0,104.6603609,0,0,1,2,0,0,3,debit,11/10/2018 0:00,id_98,46.15773551,Not_Canceled
TID32483,website,0,group_6,0,1.296103214,2,0,3,2,0,0,1,debit,8/3/2018 0:00,id_22,86.79003251,Not_Canceled
TID23791,app,0,group_1,0,26.47293791,0,0,1,2,0,0,1,debit,5/17/2019 0:00,id_62,69.24335324,Not_Canceled
TID19703,app,0,group_1,0,88.44623694,0,1,1,2,0,0,1,credit,9/12/2018 0:00,id_68,65.34709476,Not_Canceled
TID25991,app,0,group_1,0,16.95127367,0,2,1,2,0,0,1,debit,1/29/2019 0:00,id_53,52.47221015,Not_Canceled
TID17934,website,0,group_4,0,62.01354693,0,2,1,2,0,0,1,debit,3/17/2019 0:00,id_38,68.64636973,Not_Canceled
TID01263,website,0,group_1,0,38.15575078,0,0,1,2,0,0,5,debit,9/27/2018 0:00,id_29,57.27923139,Not_Canceled
TID01539,app,0,group_1,0,21.81551847,0,0,1,2,0,0,1,debit,7/29/2018 0:00,id_30,46.15773551,Not_Canceled
TID22052,website,0,group_1,0,0.609728385,0,0,1,2,0,0,1,debit,7/12/2019 0:00,id_86,64.33680718,Not_Canceled
TID24152,app,0,group_1,0,60.46019211,0,2,1,2,0,0,0,debit,9/11/2018 0:00,id_57,54.5483914,Not_Canceled
TID05255,website,0,group_4,0,137.4490601,1,1,1,2,0,0,4,debit,6/25/2019 0:00,id_68,67.05012244,Not_Canceled
TID33050,website,0,group_4,0,86.64503488,1,0,1,3,0,0,4,debit,6/6/2019 0:00,id_59,82.31930089,Not_Canceled
TID17031,app,0,group_1,0,-1.635451835,0,1,2,2,0,0,0,debit,5/20/2019 0:00,id_3,49.20026125,Not_Canceled
TID05670,website,0,group_4,0,-0.634952633,2,0,1,3,0,0,1,debit,5/30/2019 0:00,id_92,82.46414582,Not_Canceled
TID34595,website,1,group_1,0,37.12236655,0,0,1,2,0,0,3,debit,1/19/2019 0:00,id_36,53.66765556,Not_Canceled
TID01249,website,0,group_1,0,45.02202798,2,1,1,2,0,0,1,debit,4/28/2019 0:00,id_68,72.65956824,Not_Canceled
TID14965,website,0,group_1,0,16.48469835,1,0,1,2,0,0,1,debit,10/8/2018 0:00,id_60,56.61145455,Not_Canceled
TID26702,whoosh,0,group_1,,67.79323809,2,0,1,,0,0,1,debit,11/9/2018 0:00,id_53,40.78410636,Not_Canceled
TID04846,website,0,group_1,0,84.02334322,1,1,1,2,0,0,4,debit,3/5/2019 0:00,id_29,50.09373117,Not_Canceled
TID29718,website,0,group_1,0,110.2153001,1,1,1,2,0,0,2,debit,6/15/2019 0:00,id_17,66.39983088,Not_Canceled
TID30523,whoosh,0,group_1,,0.682024849,0,0,1,,0,0,1,debit,1/21/2019 0:00,id_19,48.27767928,Not_Canceled
TID03336,website,0,group_1,0,140.3875368,0,1,1,2,0,0,3,debit,7/30/2019 0:00,id_51,60.72608178,Canceled
TID05094,website,0,group_1,0,79.68595622,1,1,1,2,0,0,3,debit,2/22/2019 0:00,id_13,48.97910635,Not_Canceled
TID23661,website,0,group_1,0,82.75795113,1,2,1,2,0,0,3,debit,6/8/2019 0:00,id_1,63.68701299,Not_Canceled
TID00731,website,0,group_2,0,30.11219982,1,1,3,0,0,0,0,debit,12/11/2018 0:00,id_82,11.33329644,Not_Canceled
TID10364,app,0,group_1,0,3.739210161,0,1,1,2,0,0,2,debit,12/16/2018 0:00,id_95,43.48472045,Not_Canceled
TID33321,website,0,group_1,0,39.48112856,2,1,1,2,0,0,2,debit,9/12/2018 0:00,id_15,56.35426715,Not_Canceled
TID11961,website,0,group_1,0,69.60256869,3,1,2,2,0,0,3,debit,3/12/2019 0:00,id_92,62.34865758,Not_Canceled
TID23371,website,0,group_1,0,0.869738859,0,1,1,2,0,0,0,debit,7/1/2019 0:00,id_14,74.67671076,Not_Canceled
TID14673,website,0,group_1,0,193.7220889,2,2,1,2,0,0,3,debit,3/25/2019 0:00,id_21,47.34155644,Not_Canceled
TID22346,app,0,group_1,0,41.49460183,1,1,1,2,0,0,3,debit,12/22/2018 0:00,id_73,38.05347992,Not_Canceled
TID09923,app,,group_1,0,10.75463929,0,1,1,1,0,0,2,debit,3/19/2019 0:00,id_84,61.20853328,Not_Canceled
TID00533,app,0,group_1,0,40.37918185,1,2,1,2,0,0,2,debit,12/3/2018 0:00,id_9,35.28999954,Not_Canceled
TID32058,telephone,1,group_1,,-0.073149065,0,0,1,,0,2,1,debit,1/7/2019 0:00,id_88,0,Not_Canceled
TID08117,app,0,group_1,0,174.2405657,0,3,1,2,0,0,9,debit,7/11/2019 0:00,id_37,44.69086155,Not_Canceled
TID00547,app,0,group_1,0,13.93332944,0,0,1,1,0,0,2,debit,9/22/2018 0:00,id_81,59.17278266,Not_Canceled
TID35335,website,0,group_1,0,1.115919689,2,1,1,1,0,0,4,debit,8/8/2018 0:00,id_55,55.06536163,Not_Canceled
TID01151,website,0,group_1,0,7.900984044,1,2,1,2,0,0,1,debit,8/28/2018 0:00,id_40,72.21552848,Not_Canceled
TID10721,website,0,group_1,0,0.933032201,1,1,1,2,0,0,0,debit,5/21/2019 0:00,id_8,58.66202429,Not_Canceled
TID33561,app,0,group_5,0,69.27064894,0,2,2,3,0,0,2,debit,3/16/2019 0:00,id_68,95.02970935,Not_Canceled
TID05714,website,0,group_1,0,68.70928692,1,0,1,2,0,0,4,debit,12/7/2018 0:00,id_11,64.89505319,Not_Canceled
TID10893,app,0,group_1,0,5.603068038,0,0,1,1,0,0,2,debit,11/10/2018 0:00,id_46,35.28999954,Not_Canceled
TID00873,app,0,group_1,0,44.88969872,0,0,1,2,0,0,3,debit,1/25/2019 0:00,id_42,46.15773551,Not_Canceled
TID35678,app,0,group_1,0,72.92681218,0,0,1,2,0,0,3,debit,11/1/2018 0:00,id_46,51.77885764,Not_Canceled
TID31258,website,0,group_1,0,89.97228049,0,2,1,2,0,0,4,debit,10/2/2018 0:00,id_61,53.64171518,Not_Canceled
TID01874,whoosh,,group_1,,0.142755464,0,1,1,,0,0,0,debit,2/26/2019 0:00,id_38,48.27767928,Not_Canceled
TID14939,website,0,group_6,0,83.1645268,2,2,3,2,0,0,1,debit,3/11/2019 0:00,id_86,88.36704472,Not_Canceled
TID15781,app,0,group_1,0,71.19993088,0,0,1,2,0,0,1,credit,8/26/2018 0:00,id_91,63.23301024,Not_Canceled
TID19375,app,0,group_1,0,281.554419,0,2,1,2,0,0,1,debit,9/17/2018 0:00,id_69,47.04474191,Not_Canceled
TID15642,app,0,group_1,0,150.4367477,0,0,1,1,0,0,3,debit,12/27/2018 0:00,id_51,48.80522502,Not_Canceled
TID18599,website,0,group_1,0,132.4350614,1,0,1,1,0,0,3,debit,5/17/2019 0:00,id_24,69.98837128,Not_Canceled
TID11544,website,0,group_1,0,135.2813762,1,0,2,2,0,0,1,debit,7/21/2019 0:00,id_45,74.43121211,Not_Canceled
TID27301,website,0,group_1,0,-0.076397232,1,1,1,2,0,0,1,debit,10/10/2018 0:00,id_17,61.20853328,Not_Canceled
TID21765,app,0,group_1,0,15.20751844,0,2,1,2,0,0,2,debit,9/30/2018 0:00,id_6,35.150905,Not_Canceled
TID17829,website,0,group_1,0,0.837676372,0,2,1,2,0,0,3,debit,7/16/2018 0:00,id_22,58.15052102,Not_Canceled
TID22021,website,0,group_1,0,87.47223556,1,1,1,2,0,0,4,debit,3/7/2019 0:00,id_26,50.09373117,Not_Canceled
TID09589,website,0,group_4,0,14.4135987,1,2,1,2,0,0,3,debit,7/22/2019 0:00,id_68,91.55443883,Not_Canceled
TID20872,app,0,group_4,0,98.34028542,0,2,1,2,0,0,5,debit,7/12/2019 0:00,id_11,50.09373117,Not_Canceled
TID17189,website,0,group_1,0,7.650815142,0,0,1,1,0,0,1,debit,9/22/2018 0:00,id_9,55.2719225,Not_Canceled
TID15390,app,0,group_1,0,60.02287926,0,1,1,2,0,0,1,debit,8/29/2018 0:00,id_81,40.78410636,Not_Canceled
TID15465,website,0,group_1,0,90.62917317,0,0,1,2,0,0,1,debit,6/13/2019 0:00,id_44,66.39983088,Not_Canceled
TID03257,website,0,group_4,0,57.26949232,1,2,1,2,0,0,5,debit,5/5/2019 0:00,id_61,79.26749451,Canceled
TID05966,app,0,group_1,0,191.5901979,0,0,1,1,0,0,2,debit,6/1/2019 0:00,id_59,56.61145455,Not_Canceled
TID32908,app,0,group_1,0,221.7084624,0,2,1,3,0,0,1,debit,9/24/2018 0:00,id_4,54.0306016,Not_Canceled
TID18078,app,0,group_1,0,281.2443966,0,2,1,2,0,0,1,debit,9/17/2018 0:00,id_28,47.04474191,Not_Canceled
TID27996,website,0,group_1,0,38.68668117,1,0,1,1,0,0,2,debit,2/9/2019 0:00,id_96,47.48455272,Not_Canceled
TID25167,app,0,group_4,0,32.14346248,0,1,1,2,0,0,2,debit,10/7/2018 0:00,id_84,43.48472045,Not_Canceled
TID05034,website,0,group_1,0,86.86400834,2,2,1,2,0,0,1,debit,7/17/2018 0:00,id_92,46.95457587,Not_Canceled
TID05392,website,0,group_1,0,71.41787484,2,0,1,2,0,0,2,debit,10/27/2018 0:00,id_42,51.42898852,Not_Canceled
TID28285,app,0,group_1,0,4.35384935,0,0,1,1,0,0,1,debit,1/27/2019 0:00,id_46,44.61062187,Not_Canceled
TID11894,app,0,group_4,0,52.63516387,0,1,1,2,0,0,3,debit,10/17/2018 0:00,id_30,38.05347992,Not_Canceled
TID30240,app,0,group_1,0,86.09241013,0,0,1,2,0,0,4,debit,2/28/2019 0:00,id_19,38.87597883,Not_Canceled
TID22246,website,0,group_4,0,69.623381,3,2,1,3,0,0,2,debit,6/23/2019 0:00,id_43,78.82992248,Not_Canceled
TID12794,website,0,group_2,0,108.7016451,1,2,3,0,0,0,3,debit,3/1/2019 0:00,id_86,69.24335324,Not_Canceled
TID21831,website,0,group_1,0,89.34119061,1,1,1,2,0,0,2,debit,3/16/2019 0:00,id_38,52.62839365,Not_Canceled
TID12679,website,,group_1,0,69.83718354,1,2,1,3,0,0,1,debit,4/21/2019 0:00,id_83,88.36704472,Not_Canceled
TID05996,app,0,group_1,0,92.19372619,1,0,1,2,0,0,3,debit,11/3/2018 0:00,id_97,31.96521032,Not_Canceled
TID19837,website,0,group_4,0,13.35392425,1,0,1,2,0,0,1,debit,12/24/2018 0:00,id_44,57.63826422,Not_Canceled
TID07683,website,0,group_1,0,82.2520229,1,0,1,2,0,0,2,debit,5/18/2019 0:00,id_48,69.98837128,Not_Canceled
TID18186,website,0,group_1,0,0.490065428,0,0,1,2,0,0,1,debit,7/14/2018 0:00,id_23,54.0306016,Not_Canceled
TID15235,website,0,group_4,0,64.11905157,0,2,1,2,0,0,3,debit,3/23/2019 0:00,id_38,65.34709476,Not_Canceled
TID08737,app,0,group_1,0,38.92107362,0,0,1,2,0,0,2,credit,7/22/2018 0:00,id_20,63.73742421,Not_Canceled
TID25191,website,0,group_6,0,-0.037904453,1,0,3,2,0,0,1,debit,9/7/2018 0:00,id_8,105.6095083,Not_Canceled
TID10661,website,0,group_1,0,91.89651276,1,0,1,2,0,0,5,debit,9/13/2018 0:00,id_38,53.64171518,Not_Canceled
TID29303,app,,group_1,0,117.5408153,0,1,1,2,0,0,2,debit,5/14/2019 0:00,id_67,69.24335324,Not_Canceled
TID17337,website,0,group_4,0,78.18957587,1,2,2,2,0,0,5,debit,2/25/2019 0:00,id_99,52.1179064,Not_Canceled
TID36155,app,0,group_1,0,38.72460029,0,0,1,2,0,0,2,credit,7/22/2018 0:00,id_37,63.73742421,Not_Canceled
TID29977,app,0,group_1,0,4.641519974,0,2,1,2,0,0,1,debit,11/12/2018 0:00,id_57,44.45007047,Not_Canceled
TID20313,website,0,group_1,0,35.84460026,1,2,1,2,0,0,1,debit,5/27/2019 0:00,id_86,63.68701299,Not_Canceled
TID27591,app,0,group_4,0,82.59311708,1,2,1,2,0,0,1,debit,11/26/2018 0:00,id_91,38.05347992,Not_Canceled
TID28607,website,0,group_4,0,101.4642666,0,1,1,2,0,0,2,debit,3/19/2019 0:00,id_11,51.74232264,Not_Canceled
TID01643,website,0,group_1,0,45.39764546,2,0,1,1,0,0,1,debit,9/27/2018 0:00,id_76,56.35426715,Not_Canceled
TID03536,whoosh,0,group_1,,28.52246563,0,0,1,,0,0,1,debit,11/25/2018 0:00,id_41,40.78410636,Not_Canceled
TID20112,app,0,group_1,0,4.135534573,1,0,1,2,0,0,3,debit,9/13/2018 0:00,id_80,54.0306016,Not_Canceled
TID33315,app,0,group_1,0,39.49606841,0,0,1,2,0,0,2,credit,7/22/2018 0:00,id_64,59.93754192,Not_Canceled
TID03707,website,0,group_1,0,76.031631,1,0,1,2,0,0,2,debit,3/9/2019 0:00,id_91,52.62839365,Not_Canceled
TID20179,website,0,group_1,0,20.00087733,1,2,1,2,0,0,3,debit,8/21/2018 0:00,id_16,61.7156903,Not_Canceled
TID20349,website,1,group_6,0,8.516149214,0,1,3,2,0,0,3,debit,2/2/2019 0:00,id_8,99.09245504,Not_Canceled
TID11304,website,0,group_1,0,98.11303871,0,0,1,2,0,0,3,debit,4/24/2019 0:00,id_78,72.65956824,Not_Canceled
TID17924,app,0,group_1,0,8.971810593,0,0,1,2,0,0,3,debit,1/24/2019 0:00,id_94,40.24046616,Not_Canceled
TID28408,website,0,group_1,0,18.8508227,2,2,1,2,0,0,2,debit,7/14/2019 0:00,id_43,84.3913619,Not_Canceled
TID01582,whoosh,0,group_1,,-0.379908055,0,0,1,,0,1,1,debit,11/10/2018 0:00,id_1,48.27767928,Not_Canceled
TID28123,website,0,group_4,0,87.54579593,1,2,1,2,0,0,5,debit,6/12/2019 0:00,id_37,73.10315287,Not_Canceled
TID09729,app,0,group_1,0,80.45291744,0,1,1,2,0,0,2,debit,3/2/2019 0:00,id_1,40.78410636,Not_Canceled
TID19191,app,0,group_1,0,321.0575474,1,0,1,2,0,0,2,credit,7/26/2019 0:00,id_7,66.75011988,Canceled
TID31435,website,0,group_1,0,0.774520963,0,0,1,2,0,0,1,debit,7/19/2018 0:00,id_18,71.22712526,Not_Canceled
TID21299,website,0,group_4,0,117.1776965,1,0,1,3,0,0,1,debit,6/27/2019 0:00,id_54,77.95354936,Not_Canceled
TID33992,telephone,0,group_1,,1.568899942,1,2,1,,0,0,0,debit,6/17/2019 0:00,id_28,0,Not_Canceled
TID34697,website,0,group_1,0,65.2221183,1,1,1,2,0,0,4,debit,12/7/2018 0:00,id_9,57.22791031,Not_Canceled
TID09484,app,0,group_1,0,118.2944723,1,1,1,2,0,0,3,debit,3/12/2019 0:00,id_66,44.02146061,Not_Canceled
TID24321,website,0,group_1,0,114.5558046,1,1,1,2,0,0,4,debit,4/11/2019 0:00,id_26,58.89195723,Not_Canceled
TID14664,whoosh,0,group_1,,98.34982658,0,0,1,,0,0,2,debit,1/27/2019 0:00,id_62,51.95103622,Not_Canceled
TID18747,app,0,group_1,0,17.01664743,0,0,1,2,0,0,2,debit,9/23/2018 0:00,id_85,31.35934249,Not_Canceled
TID25027,whoosh,0,group_1,,22.09067792,0,0,1,,0,0,2,debit,11/25/2018 0:00,id_20,46.15773551,Not_Canceled
TID00585,app,0,group_1,0,74.26662685,0,2,1,2,0,0,2,debit,1/28/2019 0:00,id_5,38.05347992,Not_Canceled
TID00676,website,0,group_4,0,2.293350773,1,0,1,2,0,0,1,debit,5/19/2019 0:00,id_35,77.12434065,Not_Canceled
TID21681,app,0,group_1,0,218.4242873,0,2,1,1,0,0,3,debit,8/12/2018 0:00,id_44,45.62523659,Not_Canceled
TID35426,whoosh,0,group_1,,0.684269697,0,1,1,,0,1,2,debit,1/30/2019 0:00,id_67,40.78410636,Not_Canceled
TID08144,website,0,group_4,0,71.45532284,0,2,1,2,0,0,2,debit,4/8/2019 0:00,id_88,75.46139884,Canceled
TID00942,app,0,group_4,0,32.97748376,1,2,2,2,0,0,2,debit,10/8/2018 0:00,id_15,40.10436629,Not_Canceled
TID01768,app,0,group_1,0,40.06293315,0,0,1,1,0,0,1,credit,7/3/2019 0:00,id_96,56.61145455,Not_Canceled
TID04834,website,1,group_1,0,144.8074479,1,0,1,2,0,0,2,debit,6/5/2019 0:00,id_4,61.86770119,Not_Canceled
TID26363,website,0,group_1,0,162.9263823,1,2,1,1,0,0,5,debit,3/17/2019 0:00,id_76,45.28923146,Not_Canceled
TID33828,app,0,group_1,0,34.53393605,0,0,1,2,0,0,4,debit,12/21/2018 0:00,id_35,38.05347992,Not_Canceled
TID00929,website,0,group_4,0,105.4911818,1,2,1,2,0,0,3,debit,7/8/2019 0:00,id_54,69.54152105,Not_Canceled
TID24459,website,0,group_4,0,184.0975348,3,2,1,3,0,0,5,debit,7/11/2019 0:00,id_96,74.21014701,Not_Canceled
TID08276,app,0,group_4,0,23.04287122,0,0,1,2,0,0,3,debit,9/27/2018 0:00,id_96,46.15773551,Not_Canceled
TID00669,app,0,group_1,0,39.01695258,2,1,1,3,0,0,1,debit,1/16/2019 0:00,id_57,58.63135519,Not_Canceled
